100

7.390784,17.390783,27.390785,20.312458
137.390778,147.390778,157.390778,20.830025
147.390778,157.390778,167.390778,18.229355
887.390747,897.390747,907.390747,16.849258
897.390747,907.390747,917.390747,18.177477
267.390778,277.390778,287.390778,19.241177
907.390747,917.390747,927.390747,19.146872
277.390778,287.390778,297.390778,19.396286
767.390747,777.390747,787.390747,16.006304
17.390783,27.390785,37.390785,22.006447
27.390785,37.390785,47.390785,21.237892
37.390785,47.390785,57.390785,21.171291
527.390808,537.390808,547.390808,21.583731
537.390808,547.390808,557.390808,23.148983
397.390778,407.390778,417.390778,19.122269
287.390778,297.390778,307.390778,20.396664
297.390778,307.390778,317.390778,22.594116
307.390778,317.390778,327.390778,19.307098
647.390747,657.390747,667.390747,18.621550
47.390785,57.390785,67.390785,22.915878
57.390785,67.390785,77.390785,18.337034
67.390785,77.390785,87.390785,14.414357
407.390778,417.390778,427.390778,17.897924
777.390747,787.390747,797.390747,15.070731
157.390778,167.390778,177.390778,19.207525
317.390778,327.390778,337.390778,17.908546
167.390778,177.390778,187.390778,23.384615
327.390778,337.390778,347.390778,13.923264
177.390778,187.390778,197.390778,18.239679
547.390808,557.390808,567.390808,22.868134
77.390785,87.390785,97.390785,14.309595
417.390778,427.390778,437.390778,15.677977
87.390785,97.390785,107.390785,17.528700
657.390747,667.390747,677.390747,21.651012
97.390785,107.390785,117.390785,22.432753
917.390747,927.390747,937.390747,20.837072
667.390747,677.390747,687.390747,23.504620
337.390778,347.390778,357.390778,15.196748
927.390747,937.390747,947.390747,21.579142
347.390778,357.390778,367.390778,17.184624
427.390778,437.390778,447.390778,13.190591
107.390785,117.390785,127.390785,20.063793
187.390778,197.390778,207.390778,17.734879
557.390808,567.390808,577.390808,20.510736
677.390747,687.390747,697.390747,21.367756
787.390747,797.390747,807.390747,15.798495
937.390747,947.390747,957.390747,21.221617
687.390747,697.390747,707.390747,20.141352
357.390778,367.390778,377.390778,23.023340
947.390747,957.390747,967.390747,21.705746
117.390785,127.390785,137.390778,20.991728
367.390778,377.390778,387.390778,21.622885
567.390808,577.390808,587.390808,16.805573
797.390747,807.390747,817.390747,18.616367
437.390778,447.390778,457.390778,14.346883
697.390747,707.390747,717.390747,17.100143
197.390778,207.390778,217.390778,17.288113
707.390747,717.390747,727.390747,19.587095
127.390785,137.390778,147.390778,22.923861
207.390778,217.390778,227.390778,20.336571
717.390747,727.390747,737.390747,22.635168
217.390778,227.390778,237.390778,19.526003
727.390747,737.390747,747.390747,19.727625
807.390747,817.390747,827.390747,22.828899
957.390747,967.390747,977.390747,22.522022
817.390747,827.390747,837.390747,21.342541
827.390747,837.390747,847.390747,16.216995
377.390778,387.390778,397.390778,20.040138
447.390778,457.390778,467.390778,14.994568
387.390778,397.390778,407.390778,17.145134
737.390747,747.390747,757.390747,18.309528
577.390808,587.390808,597.390808,16.735987
587.390808,597.390808,607.390808,21.761539
227.390778,237.390778,247.390778,22.133566
457.390778,467.390778,477.390778,18.635857
747.390747,757.390747,767.390747,19.016294
757.390747,767.390747,777.390747,16.710289
967.390747,977.390747,987.390747,20.766266
977.390747,987.390747,997.390747,20.139957
987.390747,997.390747,1007.390747,18.990150
837.390747,847.390747,857.390747,15.959389
997.390747,1007.390747,1017.390747,20.198744
597.390808,607.390808,617.390808,22.953157
607.390808,617.390808,627.390808,22.215773
237.390778,247.390778,257.390778,19.939505
467.390778,477.390778,487.390778,19.305645
477.390778,487.390778,497.390778,20.529934
847.390747,857.390747,867.390747,17.632053
487.390778,497.390778,507.390778,20.391403
857.390747,867.390747,877.390747,19.620451
617.390808,627.390808,637.390808,20.427647
867.390747,877.390747,887.390747,17.823845
877.390747,887.390747,897.390747,18.018936
497.390778,507.390778,517.390808,19.820978
627.390808,637.390808,647.390747,20.023199
507.390778,517.390808,527.390808,20.554739
637.390808,647.390747,657.390747,20.305609
517.390808,527.390808,537.390808,18.605043
247.390778,257.390778,267.390778,21.060856
257.390778,267.390778,277.390778,19.658415
